"subject_id","V1__1","V2__1","V1__2","V2__2","V1__3","V2__3","V1__4","V2__4","V1__5","V2__5","V1__6","V2__6","V1__7","V2__7","V1__8","V2__8","V1__9","V2__9","V1__10","V2__10","V1__11","V2__11","V1__12","V2__12","V1__13","V2__13","V1__14","V2__14","V1__15","V2__15","V1__16","V2__16","V1__17","V2__17","V1__18","V2__18","V1__19","V2__19","V1__20","V2__20","V1__21","V2__21","V1__22","V2__22","V1__23","V2__23","V1__24","V2__24","V1__25","V2__25","V1__26","V2__26","V1__27","V2__27","V1__28","V2__28","V1__29","V2__29","V1__30","V2__30","V1__31","V2__31","V1__32","V2__32","V1__33","V2__33","V1__34","V2__34","V1__35","V2__35","V1__36","V2__36","V1__37","V2__37","V1__38","V2__38","V1__39","V2__39"
"65","c","a","c","a","c","a","c","c","c","b","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a"
"66","c","a","c","a","c","a","c","b","c","b","a","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"67","b","b","c","a","c","a","c","a","c","b","c","b","a","c","a","c","c","c","c","c","b","c","b","c","c","c","b","b","b","b","b","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","b","b","a","b","a","b","a","b","b","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a"
"68","b","b","c","b","c","a","c","a","c","a","c","b","a","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","a","b","b","b","a","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"69","c","b","c","a","c","a","c","a","c","b","c","b","b","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a"
"70","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","a","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","b","c","b","c","b","c","b","c","b","c","b"
"71","c","b","c","a","c","a","c","a","c","b","c","b","b","c","b","c","c","c","c","c","c","c","c","c","b","c","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a"
"72","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","c","b","c","b","c","b","c","b"
"73","c","c","c","c","c","c","c","c","c","c","b","b","c","b","a","b","a","b","a","b","b","b","a","b","b","b","a","b","a","b","a","a","a","b","a","a","a","a","b","b","a","a","a","a","a","b","a","a","a","a","a","c","a","a","c","a","a","b","b","a","b","b","b","a","c","a","c","a","c","b","c","b","c","b","c","b","c","b"
"74","c","b","c","a","c","a","c","a","c","b","c","b","a","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a"
"75","c","b","c","a","c","a","c","a","c","b","c","b","a","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"76","c","b","c","b","c","a","c","a","c","a","c","b","b","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","a","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"77","c","b","c","a","c","a","c","a","c","b","c","b","b","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a"
"78","c","b","c","a","c","a","c","a","c","b","c","c","b","c","b","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a"
"79","c","b","c","a","c","a","c","a","c","b","c","b","b","c","c","c","c","c","b","c","c","c","b","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a"
"80","c","b","c","b","c","a","c","a","c","a","c","b","b","c","b","c","c","c","c","c","c","c","b","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"81","c","b","c","a","c","a","c","a","c","b","c","b","a","c","c","c","c","c","c","c","c","c","c","c","b","c","b","b","b","b","a","b","b","b","b","b","a","b","a","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","a"
"82","c","b","c","a","c","a","c","a","c","b","c","b","a","c","c","c","c","c","c","c","c","c","c","c","b","c","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a"
"83","c","b","c","a","c","a","c","a","c","b","c","b","a","c","c","c","c","c","b","c","c","c","c","c","b","c","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a"
"84","c","b","c","b","c","a","c","a","c","a","c","b","b","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","a","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"85","c","b","c","b","c","a","c","a","c","a","c","b","b","c","b","c","c","c","c","c","b","c","c","c","c","c","b","b","a","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a"
"86","c","b","c","b","c","a","c","a","c","a","c","b","b","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a"
"87","c","b","c","a","c","a","c","a","c","a","c","b","a","c","b","c","c","c","c","c","c","c","b","c","c","c","b","b","b","b","b","b","b","b","a","b","b","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"88","c","b","c","b","c","a","c","a","c","b","c","b","b","c","b","c","c","c","b","c","b","c","b","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a"
"89","c","b","c","b","c","a","c","a","c","a","c","b","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a"
"90","c","b","c","a","c","a","c","a","c","b","c","b","a","c","b","c","c","c","c","c","b","c","b","c","c","c","b","b","b","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a"
"91","c","b","c","a","c","a","c","a","c","b","c","b","b","c","b","c","c","c","c","c","c","c","c","c","b","c","b","b","b","b","b","b","a","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"92","c","b","c","a","c","a","c","a","c","b","c","c","b","c","c","c","c","c","b","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a"
"93","c","b","c","a","c","a","c","a","c","b","c","b","a","c","b","c","c","c","c","c","b","c","c","c","b","c","b","b","a","b","a","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a"
"94","c","a","c","a","c","a","c","b","c","b","a","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","c","a"
"95","c","b","c","a","c","a","c","b","c","b","a","c","b","c","c","c","b","c","c","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","a","a","b","a","b","a","c","a","b","a","c","a"
"96","c","b","c","b","c","a","c","a","c","a","c","b","c","b","b","c","b","c","c","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"97","c","b","c","b","c","a","c","a","c","b","c","b","a","c","b","c","c","c","c","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","b","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a"
"98","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","b","c","b","c","b","c","b","c","b","c","b"
"99","c","b","c","b","c","a","c","a","c","b","c","b","b","c","b","c","c","c","c","c","b","c","b","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a"
"100","b","c","a","b","b","b","b","b","b","a","b","a","b","a","a","b","b","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","c","b","c","b","c","b","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c"
"101","c","b","c","b","c","a","c","a","c","b","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","b","c","b"
"102","c","a","c","a","c","b","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","a","b","a","b","b","b","a","b","b","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","b","c","b","c","b","c","b","c","b"
"103","c","a","c","a","c","b","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","b","c","b","c","b","c","b","c","b"
"104","c","b","c","a","c","a","c","b","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","b","b","b","c","b","c","b"
"105","c","b","c","b","c","a","c","b","c","c","c","b","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","b","c","b","c","b","c","b"
"106","c","b","c","b","c","b","c","a","c","b","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","b","c","b"
"107","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","b","b","b","b","a","b","b","b","a","b","b","b","a","b","b","c","a","c","b","c","b","c","a","c","a","c","b","c","b","c","b","c","b","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b"
"108","c","b","c","b","c","a","c","a","c","c","c","b","c","c","b","c","c","c","c","c","b","c","c","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","b","b","c","b"
"109","c","b","c","b","c","a","c","b","c","c","c","b","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","b","c","b","c","b"
"110","c","b","c","a","c","a","c","b","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","b","c","b"
"111","c","b","c","b","c","a","c","a","c","b","c","b","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","b","c","b","c","b","c","b","c","b"
"112","c","b","c","b","c","a","c","a","c","b","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","b","c","b","c","b"
"113","c","b","c","b","c","a","c","a","c","c","c","c","c","c","c","c","b","c","c","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","b","c","b","c","b"
"114","c","b","c","b","c","a","c","b","c","c","c","b","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","b","c","b","c","b"
"115","c","b","c","b","c","a","c","a","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","b","c","b","c","b"
"116","c","b","c","a","c","a","c","a","c","c","c","b","b","b","b","b","b","b","a","b","b","b","a","c","b","c","b","c","b","c","b","c","b","c","a","b","b","b","a","b","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","a","b","b","b","b","b","b","c","b","c","b","c","b","c","b","c","b","c","b"
"117","b","c","b","c","a","c","a","c","b","c","b","b","b","b","a","b","b","b","b","b","b","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","c","a","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b"
"118","b","c","b","c","b","c","b","c","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b"
"119","c","c","b","c","a","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","c","a","c","a","c","a","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","c","c","c","c","c","c","b","c","b"
"120","c","b","c","b","c","a","c","b","c","c","c","c","b","c","c","c","c","c","c","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","b","c","b","c","b","c","b"
"121","c","b","c","a","c","a","c","b","c","c","c","c","b","c","c","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","b","c","b","c","b"
"122","c","c","c","c","c","c","c","c","c","c","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","c","a","c","b","c","b","c","b","c","b","c","b","c","b","c","b"
"123","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b"
"124","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","a","a","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","c","a","c","b","c","b","c","b","c","b","c","b","c","b","c","b"
"125","c","c","c","c","c","c","c","c","c","c","c","b","b","c","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","b","c","a","c","b","c","b","c","b","c","b","c","b"
"126","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","b","c","b","c","b","c","b","c","b","c","b","c","b"
"127","c","b","c","a","c","a","c","a","c","b","b","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","b","a","b","a","a","b","a","b","a","b","a","b","a","b","a"
"128","c","b","c","a","c","a","c","b","c","b","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a"
"129","c","b","c","a","c","a","c","b","c","b","b","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a"
"130","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","b","b","a","c","a","c","a","c","a","c","a","c","b","c","b","c","b","c","b"
"131","c","c","c","c","c","c","c","c","c","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b"
