"subject_id","V1__1","V2__1","V1__2","V2__2","V1__3","V2__3","V1__4","V2__4","V1__5","V2__5","V1__6","V2__6","V1__7","V2__7","V1__8","V2__8","V1__9","V2__9","V1__10","V2__10","V1__11","V2__11","V1__12","V2__12","V1__13","V2__13","V1__14","V2__14","V1__15","V2__15","V1__16","V2__16","V1__17","V2__17","V1__18","V2__18","V1__19","V2__19","V1__20","V2__20","V1__21","V2__21","V1__22","V2__22","V1__23","V2__23","V1__24","V2__24","V1__25","V2__25","V1__26","V2__26","V1__27","V2__27","V1__28","V2__28","V1__29","V2__29","V1__30","V2__30","V1__31","V2__31","V1__32","V2__32","V1__33","V2__33","V1__34","V2__34","V1__35","V2__35","V1__36","V2__36","V1__37","V2__37","V1__38","V2__38","V1__39","V2__39"
"132","c","b","c","b","c","a","c","a","c","b","c","b","b","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","b","b","a","b","b","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a"
"133","c","a","c","b","c","c","c","c","c","c","b","c","c","c","b","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","b","c","b","c","b"
"134","c","a","c","a","c","b","c","c","c","c","b","c","b","c","c","c","b","c","b","c","b","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","b","c","b","c","b","c","b","c","b"
"135","c","a","c","a","c","c","c","c","b","c","c","c","c","c","b","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","b","c","b","c","b","c","b","c","b"
"136","c","b","c","b","c","a","c","b","c","b","c","b","c","c","b","c","c","c","b","c","c","c","b","c","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","b","c","b","c","b"
"137","b","c","b","c","b","c","b","c","b","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b"
"138","c","b","c","b","c","a","c","a","c","b","c","b","c","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","b","c","b","b","b"
"139","c","b","c","a","c","b","c","b","c","b","c","c","b","c","c","c","b","c","b","c","b","c","b","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","b","c","b","c","b","c","b"
"140","c","b","c","b","c","a","c","a","c","b","c","b","b","c","b","c","c","c","c","c","c","c","c","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","b","c","b"
"141","c","b","c","b","c","a","c","a","c","b","c","b","c","c","b","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","b","c","b","c","b"
"142","c","b","c","b","c","b","c","a","c","b","c","c","c","b","c","c","c","c","c","c","b","c","c","c","c","c","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","a","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","b"
"143","c","b","c","b","c","a","c","a","c","a","c","b","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a"
"144","c","b","c","b","c","a","c","a","c","c","c","b","c","c","b","c","c","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","c","b"
"145","c","b","c","a","c","b","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","a","b","b","b","b","b","a","b","a","b","a","b","a","a","a","a","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","b","c","b","c","b"
"146","c","a","c","a","c","a","c","c","c","b","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","b","b","b"
"147","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","b","c","b","c","b","c","b","c","b","c","b","c","b"
"148","c","a","c","a","c","a","c","b","c","b","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a"
"149","c","c","c","c","c","c","c","c","c","c","b","b","c","b","b","b","b","b","b","b","c","b","b","b","c","b","b","b","b","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","c","a","c","a","c","a","c","b","c","b","c","b","c","b"
"150","c","a","c","a","c","a","c","b","c","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"151","c","b","c","a","c","a","c","a","c","b","c","b","b","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a"
"152","c","b","c","a","c","a","c","a","c","b","b","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a"
"153","c","b","c","a","c","a","c","b","c","b","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a"
"154","c","a","c","a","c","a","c","c","c","b","b","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a"
"155","c","b","c","a","c","a","c","a","c","c","c","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"156","c","a","c","a","c","a","c","b","c","b","b","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a"
"157","c","a","c","a","c","a","c","b","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a"
"158","c","a","c","a","c","a","c","c","c","b","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a"
"159","c","a","c","a","c","a","c","b","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a"
"160","c","b","c","a","c","a","c","a","c","b","c","b","b","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a"
"161","c","b","c","a","c","a","c","a","c","b","c","b","b","c","c","c","c","c","c","c","c","c","c","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"162","c","b","c","b","c","a","c","a","c","a","c","b","b","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a"
"163","c","b","c","b","c","a","c","a","c","a","c","c","c","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a"
"164","c","b","c","a","c","a","c","a","c","b","c","b","b","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a"
"165","c","b","c","a","c","a","c","a","c","a","c","b","b","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a"
"166","c","c","c","c","c","c","c","c","c","c","c","b","a","b","c","b","b","b","a","b","b","b","b","b","a","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","b","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","b","c","b","c","b"
"167","c","a","c","a","c","a","c","b","c","c","b","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"168","c","b","c","a","c","a","c","a","c","b","c","c","b","c","c","c","c","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a"
"169","c","b","c","b","c","a","c","a","c","a","c","b","b","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","a","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","b","a","a","a","a","a","a","a","a","a","a","b","a","c","a"
"170","c","b","c","a","c","a","c","a","c","b","c","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"171","c","b","c","b","c","a","c","a","c","b","c","b","b","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"172","c","b","c","b","c","a","c","a","c","a","c","b","c","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a"
"173","c","b","c","b","c","a","c","a","c","a","c","b","c","c","b","c","c","c","c","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a"
"174","c","b","c","a","c","a","c","a","c","b","c","b","b","c","c","c","c","c","c","c","c","c","c","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"175","c","b","c","b","c","a","c","a","c","a","c","b","b","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a"
"176","b","b","c","b","c","a","c","a","c","a","c","b","c","b","a","c","b","c","c","c","c","c","c","c","c","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"177","c","b","c","a","c","a","c","a","c","b","c","b","b","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"178","c","b","c","a","c","a","c","a","c","a","c","b","a","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a"
"179","c","b","c","b","c","a","c","a","c","a","c","c","b","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"180","c","b","c","a","c","a","c","a","c","b","c","b","a","c","b","c","b","c","b","c","c","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a"
"181","c","b","c","b","c","a","c","a","c","a","c","b","b","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a"
"182","c","b","c","a","c","a","c","a","c","b","c","b","b","c","b","c","c","c","c","c","c","c","b","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"183","c","b","c","a","c","a","c","a","c","b","c","c","b","c","c","c","c","c","c","c","b","c","c","c","b","b","b","b","b","b","a","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a"
"184","c","b","c","a","c","a","c","a","c","b","c","b","a","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","a","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a"
"185","c","b","c","a","c","a","c","a","c","b","c","b","b","c","b","c","c","c","b","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"186","c","b","c","a","c","a","c","a","c","b","c","b","a","c","c","c","c","c","c","c","c","c","c","c","b","c","b","b","b","b","b","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a"
"187","c","b","c","a","c","a","c","a","c","b","c","b","a","c","b","c","c","c","c","c","c","c","b","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a"
"188","c","b","c","b","c","a","c","a","c","b","c","b","b","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
"189","c","b","c","a","c","a","c","a","c","b","c","b","a","c","b","c","c","c","c","c","c","c","c","c","b","c","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a"
"190","c","b","c","a","c","a","c","a","c","c","c","b","b","c","b","c","c","c","c","c","c","c","c","c","b","c","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a"
"191","c","c","c","c","b","c","c","c","b","c","b","b","a","b","a","b","c","b","b","b","a","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","b","c","b","c","b","c","b","c","b","c","b"
"192","c","c","c","c","c","c","c","c","c","c","a","b","b","b","c","b","a","b","c","b","a","b","b","b","a","b","b","b","a","b","a","b","b","b","a","b","b","a","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","b","a","c","a","c","b","b","a","c","b","c","b","c","b","b","b","c","b"
"193","c","c","c","c","c","c","c","c","c","c","b","b","a","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","a","c","b","c","b","c","b","c","b","c","b","c","b"
"194","c","b","c","b","c","a","c","a","c","b","c","b","b","c","a","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a"
"195","c","b","c","a","c","a","c","a","c","b","c","b","a","c","b","c","c","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","b","b","a","b","a","b","a","b","a","a","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a"
"196","c","b","c","a","c","a","c","a","c","b","b","c","b","c","b","c","c","c","b","c","b","c","c","c","b","b","b","b","b","b","b","b","a","b","b","b","a","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a"
"197","c","b","c","a","c","a","c","a","c","b","c","b","a","c","b","c","c","c","c","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","a"
"198","c","b","c","a","c","a","c","a","c","c","c","b","a","c","b","c","c","c","c","c","c","c","b","c","c","c","b","b","c","b","a","b","b","b","b","b","a","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","b","a"
"199","c","b","c","b","c","a","c","a","c","b","c","b","b","c","b","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a"
